id;magnitude;type;title;date;url;detailUrl;felt;cdi;mmi;status;tsunami;sig;net;nst;dmin;rms;gap;magType;depth;latitude;longitude;place;distanceKM;location;continent;country;subnational;city;locality;timezone
tx2024rcoz;3.3;earthquake;M 3.3 - 56 km S of Whites City, New Mexico;2024-08-31T07:56:24;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcoz;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcoz&format=geojson;0;0;4;reviewed;0;168;tx;34;0.1;0.2;69;ml;6.0999;31.663;-104.37;56 km S of Whites City, New Mexico;56;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
tx2024qyag;3.9;earthquake;M 3.9 - 56 km S of Whites City, New Mexico;2024-08-28T19:57:22;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qyag;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qyag&format=geojson;0;0;4;reviewed;0;234;tx;32;0.1;0.2;57;ml;6.7664;31.663;-104.363;56 km S of Whites City, New Mexico;56;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
ci40717127;3.31;earthquake;M 3.3 - 7 km S of Idyllwild, CA;2024-08-28T12:43:01;https://earthquake.usgs.gov/earthquakes/eventpage/ci40717127;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40717127&format=geojson;298;3;3;reviewed;0;267;ci;129;0.03591;0.2;14;ml;15.85;33.6755;-116.723;7 km S of Idyllwild, CA;7;Idyllwild, CA;North America;United States of America (the);California;Idyllwild;Idyllwild;-420
nn00882964;3.9;earthquake;M 3.9 - 17 km ENE of Walker Lake, Nevada;2024-08-25T05:13:45;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882964;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882964&format=geojson;12;3;4;reviewed;0;237;nn;14;0.06;0.1836;54.74;ml;4.2;38.6738;-118.545;17 km ENE of Walker Lake, Nevada;17;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
nn00882938;3.4;earthquake;M 3.4 - 17 km ENE of Walker Lake, Nevada;2024-08-24T14:05:18;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882938;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882938&format=geojson;0;0;3;reviewed;0;178;nn;16;0.062;0.1843;40.89;ml;5.7;38.6698;-118.546;17 km ENE of Walker Lake, Nevada;17;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
nn00882931;3.3;earthquake;M 3.3 - 17 km ENE of Walker Lake, Nevada;2024-08-24T13:57:04;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882931;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882931&format=geojson;0;0;3;reviewed;0;168;nn;11;0.059;0.1593;48.94;ml;5.3;38.6825;-118.555;17 km ENE of Walker Lake, Nevada;17;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
us7000n974;3.2;earthquake;M 3.2 - 18 km ENE of Walker Lake, Nevada;2024-08-24T13:57:04;https://earthquake.usgs.gov/earthquakes/eventpage/us7000n974;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000n974.geojson;0;0;3;reviewed;0;158;us;22;0.318;0.61;70;ml;9.426;38.6833;-118.548;18 km ENE of Walker Lake, Nevada;18;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
nn00882900;3.3;earthquake;M 3.3 - 17 km E of Walker Lake, Nevada;2024-08-24T04:14:00;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882900;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882900&format=geojson;3;2;3;reviewed;0;168;nn;23;0.053;0.1688;48.75;ml;6.7;38.6669;-118.556;17 km E of Walker Lake, Nevada;17;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
nn00882856;4.3;earthquake;M 4.3 - 16 km ENE of Walker Lake, Nevada;2024-08-23T15:31:58;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882856;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882856&format=geojson;30;4;4;reviewed;0;297;nn;13;0.068;0.1639;41.24;ml;5.5;38.6847;-118.564;16 km ENE of Walker Lake, Nevada;16;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
us7000n90a;4.3;earthquake;M 4.3 - 20 km ENE of Walker Lake, Nevada;2024-08-23T15:31:57;https://earthquake.usgs.gov/earthquakes/eventpage/us7000n90a;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000n90a.geojson;9;4;4;reviewed;0;288;us;32;0.332;0.71;88;mwr;5;38.7101;-118.532;20 km ENE of Walker Lake, Nevada;20;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
nn00882850;3.3;earthquake;M 3.3 - 17 km E of Walker Lake, Nevada;2024-08-23T14:51:22;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882850;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882850&format=geojson;3;3;3;reviewed;0;168;nn;16;0.059;0.172;48.96;ml;4.7;38.6808;-118.55;17 km E of Walker Lake, Nevada;17;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
nn00882840;3;earthquake;M 3.0 - 17 km ENE of Walker Lake, Nevada;2024-08-23T13:43:06;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882840;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882840&format=geojson;2;2;3;reviewed;0;139;nn;15;0.064;0.1847;92.4;ml;6;38.6871;-118.561;17 km ENE of Walker Lake, Nevada;17;Walker Lake, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
tx2024qnpx;3.9;earthquake;M 3.9 - 57 km S of Whites City, New Mexico;2024-08-23T03:21:38;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qnpx;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qnpx&format=geojson;3;3;5;reviewed;0;235;tx;36;0;0.1;66;ml;6.0999;31.656;-104.457;57 km S of Whites City, New Mexico;57;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
us7000n8wd;4.2;earthquake;M 4.2 - 62 km S of Whites City, New Mexico;2024-08-23T03:21:38;https://earthquake.usgs.gov/earthquakes/eventpage/us7000n8wd;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000n8wd.geojson;1;1;4;reviewed;0;271;us;41;0.07;0.5;66;ml;5;31.6187;-104.443;62 km S of Whites City, New Mexico;62;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
uu80078591;3.29;earthquake;M 3.3 - 13 km NE of Hildale, Utah;2024-08-15T18:02:34;https://earthquake.usgs.gov/earthquakes/eventpage/uu80078591;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80078591&format=geojson;12;3;3;reviewed;0;170;uu;28;0.06768;0.25;92;ml;9.23;37.0675;-112.864;13 km NE of Hildale, Utah;13;Hildale, Utah;North America;United States of America (the);Utah;Kanab;Kanab;-360
ci40703159;3.61;earthquake;M 3.6 - 6 km NW of Lakeland Village, CA;2024-08-15T16:39:31;https://earthquake.usgs.gov/earthquakes/eventpage/ci40703159;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40703159&format=geojson;3877;4;4;reviewed;0;610;ci;158;0.03404;0.26;33;mw;8.38;33.6777;-117.391;6 km NW of Lakeland Village, CA;6;Lakeland Village, CA;North America;United States of America (the);California;Elsinore Valley;Lake Elsinore;-420
nn00882322;4.4;earthquake;M 4.4 - 8 km NW of Indian Springs, Nevada;2024-08-14T03:06:35;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882322;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882322&format=geojson;544;4;4;reviewed;0;526;nn;43;0.19;0.1326;44.07;ml;13.2;36.61;-115.727;8 km NW of Indian Springs, Nevada;8;Indian Springs, Nevada;North America;United States of America (the);Nevada;Las Vegas;Las Vegas;-420
us6000njzb;4.1;earthquake;M 4.1 - 7 km NNW of Indian Springs, Nevada;2024-08-14T03:06:35;https://earthquake.usgs.gov/earthquakes/eventpage/us6000njzb;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000njzb.geojson;110;4;4;reviewed;0;306;us;47;0.463;0.65;28;ml;19.877;36.633;-115.709;7 km NNW of Indian Springs, Nevada;7;Indian Springs, Nevada;North America;United States of America (the);Nevada;Las Vegas;Las Vegas;-420
ci40699207;4.39;earthquake;M 4.4 - 4 km SSE of Highland Park, CA;2024-08-12T19:20:24;https://earthquake.usgs.gov/earthquakes/eventpage/ci40699207;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40699207&format=geojson;24227;5;5;reviewed;1;836;ci;192;0.03299;0.24;24;mw;10.98;34.0843;-118.185;4 km SSE of Highland Park, CA;4;Highland Park, CA;North America;United States of America (the);California;Los Angeles;Los Angeles;-420
ci40697215;3.66;earthquake;M 3.7 - 20 km E of Little Lake, CA;2024-08-11T09:45:13;https://earthquake.usgs.gov/earthquakes/eventpage/ci40697215;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40697215&format=geojson;5;5;4;reviewed;0;209;ci;32;0.02461;0.14;71;mw;5;35.9492;-117.679;20 km E of Little Lake, CA;20;Little Lake, CA;North America;United States of America (the);California;Lone Pine;Lone Pine;-420
ci40869232;4.44;earthquake;M 4.4 - 22 km NW of Grapevine, CA;2024-08-08T02:09:15;https://earthquake.usgs.gov/earthquakes/eventpage/ci40869232;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40869232&format=geojson;760;4;6;reviewed;0;630;ci;99;0.04425;0.28;21;mw;11.57;35.1017;-119.071;22 km NW of Grapevine, CA;22;Grapevine, CA;North America;United States of America (the);California;Greenfield-Panama;Greenfield-Panama;-420
ci40868904;3.78;earthquake;M 3.8 - 25 km NW of Grapevine, CA;2024-08-07T23:43:32;https://earthquake.usgs.gov/earthquakes/eventpage/ci40868904;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40868904&format=geojson;335;5;4;reviewed;0;397;ci;68;0.05153;0.23;42;mw;12.24;35.111;-119.117;25 km NW of Grapevine, CA;25;Grapevine, CA;North America;United States of America (the);California;West Kern;West Kern;-420
ci40867136;3.64;earthquake;M 3.6 - 25 km SW of Lamont, CA;2024-08-07T10:39:19;https://earthquake.usgs.gov/earthquakes/eventpage/ci40867136;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40867136&format=geojson;21;4;4;reviewed;0;213;ci;69;0.06045;0.27;23;mw;12.96;35.107;-119.119;25 km SW of Lamont, CA;25;Lamont, CA;North America;United States of America (the);California;West Kern;West Kern;-420
ci40866360;3.5;earthquake;M 3.5 - 24 km NW of Grapevine, CA;2024-08-07T06:52:28;https://earthquake.usgs.gov/earthquakes/eventpage/ci40866360;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40866360&format=geojson;3;2;4;reviewed;0;189;ci;95;0.04646;0.25;22;mw;12.06;35.1037;-119.101;24 km NW of Grapevine, CA;24;Grapevine, CA;North America;United States of America (the);California;Greenfield-Panama;Greenfield-Panama;-420
ci40865544;3.44;earthquake;M 3.4 - 24 km NW of Grapevine, CA;2024-08-07T04:46:55;https://earthquake.usgs.gov/earthquakes/eventpage/ci40865544;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40865544&format=geojson;145;5;4;reviewed;0;252;ci;75;0.04397;0.25;20;ml;12.85;35.0965;-119.109;24 km NW of Grapevine, CA;24;Grapevine, CA;North America;United States of America (the);California;West Kern;Greenfield-Panama;-420
ci40865232;3.58;earthquake;M 3.6 - 23 km NW of Grapevine, CA;2024-08-07T04:17:46;https://earthquake.usgs.gov/earthquakes/eventpage/ci40865232;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40865232&format=geojson;24;5;4;reviewed;0;209;ci;44;0.03701;0.26;53;ml;10.17;35.097;-119.116;23 km NW of Grapevine, CA;23;Grapevine, CA;North America;United States of America (the);California;West Kern;West Kern;-420
ci40865224;4.06;earthquake;M 4.1 - 22 km SW of Lamont, CA;2024-08-07T04:17:10;https://earthquake.usgs.gov/earthquakes/eventpage/ci40865224;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40865224&format=geojson;267;5;5;reviewed;0;387;ci;83;0.05247;0.29;22;mw;11.09;35.1085;-119.075;22 km SW of Lamont, CA;22;Lamont, CA;North America;United States of America (the);California;Greenfield-Panama;Greenfield-Panama;-420
ci37679332;3.22;earthquake;M 3.2 - 22 km NW of Grapevine, CA;2024-08-07T04:12:12;https://earthquake.usgs.gov/earthquakes/eventpage/ci37679332;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37679332&format=geojson;3;2;3;reviewed;0;160;ci;19;0.02978;0.2;160;ml;13.7;35.0813;-119.107;22 km NW of Grapevine, CA;22;Grapevine, CA;North America;United States of America (the);California;West Kern;West Kern;-420
us6000nii6;3.6;earthquake;M 3.6 - 9 km W of Mettler, California;2024-08-07T04:12:11;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nii6;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nii6&format=geojson;3;2;4;reviewed;0;200;us;17;0.537;0.41;54;ml;10;35.0708;-119.065;9 km W of Mettler, California;9;Mettler, California;North America;United States of America (the);California;West Kern;West Kern;-420
ci40865192;4.6;earthquake;M 4.6 - 25 km SW of Lamont, CA;2024-08-07T04:10:44;https://earthquake.usgs.gov/earthquakes/eventpage/ci40865192;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40865192&format=geojson;252;4;5;reviewed;0;429;ci;49;0.05627;0.24;50;ml;11.98;35.111;-119.119;25 km SW of Lamont, CA;25;Lamont, CA;North America;United States of America (the);California;West Kern;West Kern;-420
ci40865184;5.22;earthquake;M 5.2 - 24 km SW of Lamont, CA;2024-08-07T04:09:56;https://earthquake.usgs.gov/earthquakes/eventpage/ci40865184;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40865184&format=geojson;10498;7;7;reviewed;1;1079;ci;101;0.05144;0.26;21;mw;11.6;35.1108;-119.092;24 km SW of Lamont, CA;24;Lamont, CA;North America;United States of America (the);California;Greenfield-Panama;Greenfield-Panama;-420
ci40861744;3.12;earthquake;M 3.1 - 22 km SSE of Malibu, CA;2024-08-04T14:10:14;https://earthquake.usgs.gov/earthquakes/eventpage/ci40861744;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40861744&format=geojson;45;4;2;reviewed;0;167;ci;88;0.1959;0.27;151;ml;0.8;33.8177;-118.757;22 km SSE of Malibu, CA;22;Malibu, CA;;United States of America (the);;;America/Los_Angeles;-420
tx2024pefy;3.3;earthquake;M 3.3 - 55 km S of Whites City, New Mexico;2024-08-03T18:35:24;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024pefy;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024pefy&format=geojson;0;0;4;reviewed;0;168;tx;46;0.1;0.1;57;ml;6.4075;31.673;-104.369;55 km S of Whites City, New Mexico;55;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
tx2024pedq;3.4;earthquake;M 3.4 - 56 km S of Whites City, New Mexico;2024-08-03T17:24:28;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024pedq;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024pedq&format=geojson;0;0;4;reviewed;0;178;tx;39;0.1;0.1;57;ml;6.2537;31.667;-104.365;56 km S of Whites City, New Mexico;56;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
us6000nhxw;3.5;earthquake;M 3.5 - 58 km S of Whites City, New Mexico;2024-08-03T17:24:28;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nhxw;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nhxw.geojson;0;0;4;reviewed;0;188;us;33;0.1;0.3;107;ml;9.657;31.647;-104.386;58 km S of Whites City, New Mexico;58;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
ci40675231;3.51;earthquake;M 3.5 - 22 km ENE of Barstow, CA;2024-07-29T20:03:33;https://earthquake.usgs.gov/earthquakes/eventpage/ci40675231;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40675231&format=geojson;161;6;4;reviewed;0;293;ci;56;0.1807;0.16;32;ml;2.84;34.9408;-116.799;22 km ENE of Barstow, CA;22;Barstow, CA;North America;United States of America (the);California;Barstow;Barstow;-420
ci40675215;4.89;earthquake;M 4.9 - 22 km ENE of Barstow, CA;2024-07-29T20:00:52;https://earthquake.usgs.gov/earthquakes/eventpage/ci40675215;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40675215&format=geojson;7873;6;5;reviewed;0;948;ci;53;0.1882;0.16;57;mw;7.26;34.9498;-116.79;22 km ENE of Barstow, CA;22;Barstow, CA;North America;United States of America (the);California;Barstow;Barstow;-420
uu80076711;4.47;earthquake;M 4.5 - 24 km S of Brian Head, Utah;2024-07-29T05:29:05;https://earthquake.usgs.gov/earthquakes/eventpage/uu80076711;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80076711&format=geojson;3666;6;5;reviewed;0;867;uu;31;0.1214;0.16;71;ml;19.57;37.4705;-112.848;24 km S of Brian Head, Utah;24;Brian Head, Utah;North America;United States of America (the);Utah;Orderville;Orderville;-360
ci40670687;3.45;earthquake;M 3.5 - 12 km NE of Ocotillo Wells, CA;2024-07-25T03:49:59;https://earthquake.usgs.gov/earthquakes/eventpage/ci40670687;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40670687&format=geojson;5;3;4;reviewed;0;185;ci;92;0.07697;0.21;20;ml;3.22;33.2223;-116.045;12 km NE of Ocotillo Wells, CA;12;Ocotillo Wells, CA;North America;United States of America (the);California;West Imperial;West Imperial;-420
tx2024okxn;3.4;earthquake;M 3.4 - 55 km S of Whites City, New Mexico;2024-07-24T04:44:22;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024okxn;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024okxn&format=geojson;0;0;4;reviewed;0;178;tx;50;0;0.2;56;ml;5.4333;31.676;-104.41;55 km S of Whites City, New Mexico;55;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
us6000nexj;4.4;earthquake;M 4.4 - 192 km W of Port McNeill, Canada;2024-07-23T16:12:14;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nexj;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nexj&format=geojson;5;2;2;reviewed;1;299;us;109;1.069;0.61;146;mb;10;50.622;-129.763;192 km W of Port McNeill, Canada;192;Port McNeill, Canada;;;;;Etc/GMT+9;-540
us6000nepl;4;earthquake;M 4.0 - 57 km S of Whites City, New Mexico;2024-07-23T02:31:04;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nepl;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nepl.geojson;9;4;4;reviewed;0;249;us;20;0.11;0.51;110;mwr;6.757;31.6529;-104.373;57 km S of Whites City, New Mexico;57;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
tx2024oixr;4.2;earthquake;M 4.2 - 55 km S of Whites City, New Mexico;2024-07-23T02:31:04;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024oixr;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024oixr&format=geojson;45;5;5;reviewed;0;293;tx;35;0;0.2;56;ml;5.5872;31.676;-104.407;55 km S of Whites City, New Mexico;55;Whites City, New Mexico;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
ci40666815;3.56;earthquake;M 3.6 - 8 km WNW of Palos Verdes Estates, CA;2024-07-21T22:09:54;https://earthquake.usgs.gov/earthquakes/eventpage/ci40666815;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40666815&format=geojson;1242;4;4;reviewed;0;575;ci;118;0.09;0.25;129;ml;11.6;33.8105;-118.468;8 km WNW of Palos Verdes Estates, CA;8;Palos Verdes Estates, CA;North America;United States of America (the);California;Los Angeles;Torrance;-420
ci40664127;3.48;earthquake;M 3.5 - 84 km E of Maneadero, B.C., MX;2024-07-19T00:48:19;https://earthquake.usgs.gov/earthquakes/eventpage/ci40664127;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40664127&format=geojson;0;0;3;reviewed;0;186;ci;21;0.1937;0.18;63;ml;6.82;31.5693;-115.702;84 km E of Maneadero, B.C., MX;84;Maneadero, B.C., MX;North America;Mexico;Estado de Baja California;Ensenada;Ensenada;-420
ci40662719;3.5;earthquake;M 3.5 - 7 km S of Borrego Springs, CA;2024-07-17T21:59:27;https://earthquake.usgs.gov/earthquakes/eventpage/ci40662719;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40662719&format=geojson;156;4;3;reviewed;0;249;ci;130;0.07691;0.2;15;ml;13.7;33.197;-116.39;7 km S of Borrego Springs, CA;7;Borrego Springs, CA;North America;United States of America (the);California;Borrego Springs;Borrego Springs;-420
ci40658695;3.01;earthquake;M 3.0 - 3 km SE of Yucaipa, CA;2024-07-13T20:31:48;https://earthquake.usgs.gov/earthquakes/eventpage/ci40658695;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40658695&format=geojson;109;4;3;reviewed;0;184;ci;144;0.07935;0.18;17;ml;17.18;34.014;-117.019;3 km SE of Yucaipa, CA;3;Yucaipa, CA;North America;United States of America (the);California;Yucaipa;Yucaipa;-420
uw62015912;3.48;earthquake;M 3.5 - 20 km S of Morton, Washington;2024-07-12T06:16:03;https://earthquake.usgs.gov/earthquakes/eventpage/uw62015912;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62015912&format=geojson;271;3;3;reviewed;0;278;uw;122;0.0745;0.12;46;ml;14.11;46.3818;-122.33;20 km S of Morton, Washington;20;Morton, Washington;North America;United States of America (the);Washington;Northeast Cowlitz;Northeast Cowlitz;-420
us7000mym7;5.2;earthquake;M 5.2 - 200 km W of Tofino, Canada;2024-07-11T16:17:20;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mym7;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mym7&format=geojson;5;3;3;reviewed;1;417;us;40;0.995;0.99;98;mww;10;48.9111;-128.445;200 km W of Tofino, Canada;200;T;;;;;Etc/GMT+9;-540
us7000mykj;6.4;earthquake;M 6.4 - 210 km WSW of Tofino, Canada;2024-07-11T15:08:47;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mykj;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mykj&format=geojson;79;3;4;reviewed;1;657;us;95;0.882;0.94;76;mww;10;48.8127;-128.725;210 km WSW of Tofino, Canada;210;T;;;;;Etc/GMT+9;-540
nn00880596;3.3;earthquake;M 3.3 - 34 km SSW of Hawthorne, Nevada;2024-07-08T21:19:30;https://earthquake.usgs.gov/earthquakes/eventpage/nn00880596;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00880596&format=geojson;0;0;3;reviewed;0;168;nn;13;0.21;0.2364;78.03;ml;5.1;38.2302;-118.798;34 km SSW of Hawthorne, Nevada;34;Hawthorne, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
nn00880592;3.2;earthquake;M 3.2 - 33 km SSW of Hawthorne, Nevada;2024-07-08T21:15:21;https://earthquake.usgs.gov/earthquakes/eventpage/nn00880592;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00880592&format=geojson;1;2;3;reviewed;0;158;nn;15;0.179;0.179;69.02;ml;7.4;38.2323;-118.798;33 km SSW of Hawthorne, Nevada;33;Hawthorne, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
uu80075496;3.44;earthquake;M 3.4 - 17 km ESE of Mayfield, Utah;2024-07-08T21:00:44;https://earthquake.usgs.gov/earthquakes/eventpage/uu80075496;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80075496&format=geojson;2;3;3;reviewed;0;183;uu;37;0.1462;0.17;48;ml;5.43;39.0397;-111.534;17 km ESE of Mayfield, Utah;17;Mayfield, Utah;North America;United States of America (the);Utah;Ephraim-Manti;Ephraim-Manti;-360
us7000mxi9;3.9;earthquake;M 3.9 - 67 km ENE of San Vicente, Mexico;2024-07-07T00:47:25;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mxi9;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mxi9&format=geojson;1;3;4;reviewed;0;234;us;82;0.209;1.04;52;mwr;10;31.5604;-115.544;67 km ENE of San Vicente, Mexico;67;San Vicente, Mexico;North America;Mexico;Estado de Baja California;Mexicali;San Felipe;-420
nn00880450;3.8;earthquake;M 3.8 - 32 km SSW of Hawthorne, Nevada;2024-07-06T11:14:53;https://earthquake.usgs.gov/earthquakes/eventpage/nn00880450;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00880450&format=geojson;0;0;4;reviewed;0;222;nn;17;0.181;0.191;65.83;ml;5.8;38.2737;-118.765;32 km SSW of Hawthorne, Nevada;32;Hawthorne, Nevada;North America;United States of America (the);Nevada;Hawthorne;Hawthorne;-420
us7000mx7h;3.8;earthquake;M 3.8 - 24 km ENE of Seeley Lake, Montana;2024-07-05T10:46:40;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mx7h;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mx7h&format=geojson;131;4;4;reviewed;0;269;us;90;0.201;0.73;41;mwr;22;47.2889;-113.214;24 km ENE of Seeley Lake, Montana;24;Seeley Lake, Montana;North America;United States of America (the);Montana;Helmville;Helmville;-360
us7000mx3m;5.7;earthquake;M 5.7 - 233 km WSW of Tofino, Canada;2024-07-04T16:15:08;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mx3m;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mx3m&format=geojson;11;3;3;reviewed;1;503;us;84;0.733;1.02;76;mww;10;48.6926;-129.003;233 km WSW of Tofino, Canada;233;T;;;;;Etc/GMT+9;-540
tx2024myet;3.5;earthquake;M 3.5 - 54 km NW of Toyah, Texas;2024-07-03T00:04:35;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024myet;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024myet&format=geojson;0;0;4;reviewed;0;188;tx;32;0.1;0.1;62;ml;5.4077;31.666;-104.192;54 km NW of Toyah, Texas;54;Toyah, Texas;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
us6000n9xs;3.5;earthquake;M 3.5 - 54 km NW of Toyah, Texas;2024-07-03T00:04:35;https://earthquake.usgs.gov/earthquakes/eventpage/us6000n9xs;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000n9xs.geojson;0;0;4;reviewed;0;188;us;29;0.224;0.34;107;ml;10.052;31.6677;-104.195;54 km NW of Toyah, Texas;54;Toyah, Texas;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
tx2024mydx;3.7;earthquake;M 3.7 - 54 km NW of Toyah, Texas;2024-07-02T23:39:59;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024mydx;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024mydx&format=geojson;0;0;4;reviewed;0;211;tx;32;0.1;0.1;61;ml;5.946;31.669;-104.195;54 km NW of Toyah, Texas;54;Toyah, Texas;North America;United States of America (the);Texas;Van Horn;Van Horn;-300
